iter	Logloss
521	0.3300298947
522	0.3295233696
523	0.3294300115
524	0.3293136188
525	0.3290716561
526	0.3289988756
527	0.3288352807
528	0.3287398562
529	0.3284453086
530	0.328340041
531	0.3282548288
532	0.3281565626
533	0.3278952051
534	0.3277134507
535	0.3274316316
536	0.3271979284
537	0.3270377527
538	0.326744637
539	0.3264726836
540	0.3263079754
541	0.3259704626
542	0.3257532487
543	0.3255240034
544	0.3253502424
545	0.3250866618
546	0.3248075634
547	0.3245714069
548	0.324447825
549	0.3241370325
550	0.3239341752
551	0.3237914616
552	0.3233981413
553	0.3233396218
554	0.3231113772
555	0.3230273824
556	0.3229190175
557	0.3227781864
558	0.3226017801
559	0.3224445879
560	0.3222778698
561	0.3220455403
562	0.321937478
563	0.3217082625
564	0.3216040302
565	0.3213473253
566	0.3210946071
567	0.3208407583
568	0.3206107162
569	0.320488444
570	0.3202817083
571	0.3199446135
572	0.3198451216
573	0.3196381118
574	0.3195090826
575	0.3193188035
576	0.3190852575
577	0.31884211
578	0.3185942232
579	0.3184436139
580	0.3181902897
581	0.3181171075
582	0.3179911019
583	0.3178339275
584	0.3173952362
585	0.3172463336
586	0.3171055361
587	0.3168659379
588	0.3166498807
589	0.3165538888
590	0.3163196071
591	0.3160795912
592	0.3159316041
593	0.3157906449
594	0.3156258413
595	0.3151954933
596	0.3151053951
597	0.314891706
598	0.3145933916
599	0.3143359842
600	0.3142619973
601	0.3141738143
602	0.3141065934
603	0.3139391274
604	0.3138052284
605	0.3136495313
606	0.3133705341
607	0.3133030937
608	0.3129740489
609	0.3127494891
610	0.3125234988
611	0.3124139752
612	0.3122782384
613	0.3118992932
614	0.3118002714
615	0.3117308259
616	0.3115929881
617	0.3114339605
618	0.311301915
619	0.311194672
620	0.3110042865
621	0.3109486398
622	0.3108468884
623	0.310777415
624	0.3105628415
625	0.3105344375
626	0.3104522326
627	0.3103647484
628	0.310292186
629	0.3101084939
630	0.3098623158
631	0.3096066187
632	0.3094758513
633	0.3091819471
634	0.3090603143
635	0.3087162473
636	0.3086107518
637	0.3085481746
638	0.3084796083
639	0.3082756437
640	0.3081249716
641	0.3079396945
642	0.3078058293
643	0.3077323438
644	0.307623293
645	0.3074715495
646	0.3072879286
647	0.3071184011
648	0.3069995047
649	0.3069016858
650	0.3068339922
651	0.306693796
652	0.306597747
653	0.3063410378
654	0.3062243137
655	0.3060743604
656	0.3060038767
657	0.3058538009
658	0.3057383736
659	0.3054832146
660	0.3053243708
661	0.3051772767
662	0.3049542302
663	0.3048161724
664	0.3046744805
665	0.3044971385
666	0.3042235587
667	0.304008536
668	0.3038378463
669	0.3036216459
670	0.3035395087
671	0.3033734091
672	0.3033252568
673	0.303160828
674	0.3030305346
675	0.3028477661
676	0.3026908806
677	0.3024580644
678	0.3023116349
679	0.302169236
680	0.3019701979
681	0.301843641
682	0.3016550484
683	0.3014745887
684	0.3014452732
685	0.3013984251
686	0.301335506
687	0.3011701972
688	0.300997025
689	0.3007518908
690	0.3006607175
691	0.3005372237
692	0.3001622606
693	0.3000207429
694	0.2998748675
695	0.2997215141
696	0.2994653828
697	0.2992040964
698	0.2990670124
699	0.2988584744
700	0.2987961226
701	0.2986323988
702	0.2985670702
703	0.298524617
704	0.2983540226
705	0.2981160003
706	0.2979153627
707	0.2977974779
708	0.2975335315
709	0.297313647
710	0.2970839679
711	0.2968269203
712	0.2966199796
713	0.2964659695
714	0.2963610178
715	0.2961291583
716	0.2960127327
717	0.2958721794
718	0.2957744247
719	0.295562159
720	0.2954292105
721	0.2953000162
722	0.2950975432
723	0.2947814816
724	0.2947044793
725	0.2946156479
726	0.2945192829
727	0.2943366162
728	0.2939466625
729	0.2937601328
730	0.2937321536
731	0.2935294221
732	0.2934137846
733	0.2930561793
734	0.2929323993
735	0.2928802985
736	0.292649063
737	0.2925121879
738	0.2924164693
739	0.2922836756
740	0.2922030943
741	0.2919765286
742	0.2918892877
743	0.2917949119
744	0.2916201454
745	0.2914874725
746	0.2913112155
747	0.2910917119
748	0.2909250295
749	0.2907104719
750	0.2905355995
751	0.2904279319
752	0.2903382751
753	0.2901570557
754	0.2900678507
755	0.2899438673
756	0.2897758835
757	0.2896724362
758	0.2895035025
759	0.2890639157
760	0.2890234182
761	0.2888642387
762	0.2886205933
763	0.2884308614
764	0.2883710648
765	0.28819049
766	0.2879274368
767	0.2877904862
768	0.2876119817
769	0.2875656208
770	0.2874015427
771	0.2873295299
772	0.2872710087
773	0.2871085703
774	0.2868888834
775	0.2868154824
776	0.2866660815
777	0.286467591
778	0.2864287184
779	0.2863246297
780	0.2862810252
781	0.2861930015
782	0.2860584655
783	0.2857818532
784	0.2856762314
785	0.2854630327
786	0.2853793889
787	0.285264743
788	0.2851188231
789	0.285032687
790	0.2849285377
791	0.2846665394
792	0.2845038372
793	0.2843617966
794	0.2841429801
795	0.2840808736
796	0.2839020046
797	0.2837549718
798	0.2835208689
799	0.2834410995
800	0.2833813608
801	0.2831150672
802	0.2829905544
803	0.2828894403
804	0.2828064656
805	0.2825750396
806	0.2822848547
807	0.2819796308
808	0.2818993104
809	0.2818329253
810	0.2817020847
811	0.2815227584
812	0.2813679899
813	0.2812201617
814	0.281129078
815	0.2810368751
816	0.2807734535
817	0.280557886
818	0.2804317997
819	0.2803208238
820	0.2801661589
821	0.2801257573
822	0.2798286143
823	0.2797453443
824	0.2795957211
825	0.2794350283
826	0.2792881108
827	0.279177654
828	0.2789143581
829	0.2788352334
830	0.2785622264
831	0.2784403737
832	0.2783300274
833	0.2782428234
834	0.2780516114
835	0.2779817818
836	0.2778436282
837	0.2776861903
838	0.2775964316
839	0.2775377153
840	0.2774333506
841	0.2772669102
842	0.2772489158
843	0.2771119123
844	0.2769305033
845	0.2767873776
846	0.2766591906
847	0.276598802
848	0.2763831233
849	0.2763034693
850	0.2762081586
851	0.2760155286
852	0.2759743736
853	0.2758732922
854	0.2754992081
855	0.2753514158
856	0.2751879766
857	0.2749455109
858	0.2747782966
859	0.2746641272
860	0.2745290912
861	0.2744228412
862	0.2741784487
863	0.2739726417
864	0.2736443097
865	0.273382649
866	0.2733490095
867	0.2733119617
868	0.2731977381
869	0.2729163452
870	0.2728372434
871	0.2727504059
872	0.2726828083
873	0.2725639581
874	0.2724438457
875	0.2723008819
876	0.2721851562
877	0.2721178961
878	0.2719368086
879	0.2718943661
880	0.2718315369
881	0.2717162737
882	0.2716247116
883	0.2714650246
884	0.27131678
885	0.2710838641
886	0.2709157083
887	0.2706569579
888	0.2704501907
889	0.2702027363
890	0.2700764526
891	0.2700591066
892	0.2698695091
893	0.2698292302
894	0.269599421
895	0.2695288107
896	0.2693851734
897	0.2692379794
898	0.2691298851
899	0.2690625532
900	0.2690353301
901	0.2689445327
902	0.2688062547
903	0.268718651
904	0.268634638
905	0.2685931842
906	0.2684630734
907	0.2682831325
908	0.268268633
909	0.2681364942
910	0.2679880935
911	0.2677547651
912	0.2675159215
913	0.2674979542
914	0.2672524395
915	0.267008795
916	0.266722944
917	0.2665554404
918	0.2665341507
919	0.2664400166
920	0.2662579604
921	0.2662320825
922	0.2660281395
923	0.2659742114
924	0.2658717447
925	0.2658530935
926	0.2657412611
927	0.2656719882
928	0.2655552381
929	0.2653206652
930	0.2651363132
931	0.2649752239
932	0.2647516304
933	0.2646354267
934	0.2644618472
935	0.2643678077
936	0.2642623917
937	0.2641118948
938	0.2640719135
939	0.26382498
940	0.2635905119
941	0.2633860814
942	0.2633437927
943	0.263269135
944	0.2630761085
945	0.2629879163
946	0.2627545831
947	0.2625651425
948	0.2624329711
949	0.2623675427
950	0.2623359613
951	0.2621349623
952	0.2620647074
953	0.2619278284
954	0.2616902373
955	0.2615819004
956	0.2614564642
957	0.2614052415
958	0.2613087101
959	0.2612056452
960	0.2610444264
961	0.2609111767
962	0.2608751879
963	0.260656363
964	0.2605453983
965	0.2604083574
966	0.2603039045
967	0.2601330648
968	0.2598861657
969	0.2598147235
970	0.2596164293
971	0.2595080152
972	0.2593946893
973	0.2593378602
974	0.2592494882
975	0.2590378553
976	0.2589386187
977	0.258882591
978	0.25877264
979	0.2584734801
980	0.2582719636
981	0.2581865397
982	0.25807489
983	0.2579387596
984	0.2578272925
985	0.2577326315
986	0.2575015884
987	0.2573274235
988	0.2572565241
989	0.2572349187
990	0.2571161363
991	0.2569564612
992	0.2567956631
993	0.2566359986
994	0.2565683419
995	0.2564855192
996	0.2563979875
997	0.2563376669
998	0.2562666752
999	0.2562337807
